Country,City,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,Latitude,Longitude,cluster
Philippines,Katipunan,136.25,1.0,14.0,0.0,135,14.6312599,121.073293,0
Philippines,Mambajao,112.0,1.0,23.0,0.0,112,9.2456944,124.7269435,0
Thailand,Nakhon Phanom,59.0,0.0,28.0,0.0,59,17.1990989,104.6089459,0
Thailand,Mukdahan,61.0,0.0,30.0,0.0,61,16.6972385,104.3470293,0
Philippines,Mariveles,42.0,0.0,27.0,0.0,42,14.4340599,120.4862073,0
Philippines,Dumaguete,89.0,1.0,15.0,0.0,89,9.3054777,123.3080446,0
Philippines,Barotac Nuevo,47.0,1.0,22.0,0.0,47,10.8951917,122.7041185,0
Philippines,Bato,57.0,1.0,26.0,0.0,57,10.32793,124.7893242,0
Philippines,Bay,53.0,1.0,23.0,1.0,53,14.1809859,121.284764,0
Philippines,Carranglan,60.0,1.0,25.0,1.0,60,15.9606628,121.0638705,0
Philippines,Siquijor,54.0,1.0,24.0,0.0,54,9.18,123.58,0
Philippines,President Roxas,63.0,1.0,26.0,0.0,63,11.4298506,122.9250508,0
Philippines,Halapitan,47.0,1.0,20.0,0.0,47,8.2491961,125.7530273,0
Myanmar,Pakokku,25.0,0.0,25.0,0.0,19,21.3342915,95.0765121524959,0
Philippines,Sorsogon,47.0,1.0,26.0,0.0,47,12.833333,123.916667,0
Indonesia,Padang,57.0,2.0,32.0,0.0,57,-0.9247587,100.3632561,0
Philippines,Penaranda,78.0,1.0,25.0,1.0,78,15.3525981,120.999887,0
Thailand,Phetchabun,44.0,0.0,21.0,0.0,44,16.418027,101.1556825,0
Thailand,Huai Mek,44.0,0.0,28.0,0.0,44,16.600749,103.2216315,0
Philippines,Dadiangas,54.0,0.0,17.0,0.0,54,14.7486548,121.0710087,0
Philippines,Hagonoy,52.0,1.0,27.0,0.0,52,14.8355035,120.7335206,0
Philippines,Dologon,65.0,1.0,20.0,0.0,65,7.839059,125.0448149,0
Philippines,Luna,54.0,1.0,23.0,0.0,54,16.9683863,121.7293475,0
Thailand,Tak,68.0,0.0,19.0,0.0,68,17.1053568,98.9953943,0
Indonesia,Ciamis,60.0,1.0,36.0,0.0,60,-7.3266659,108.3531111,0
Philippines,Mabitac,57.0,1.0,26.0,1.0,57,14.4259361,121.429439,0
Malaysia,Jenjarom,55.0,1.0,31.0,1.0,55,2.8766037,101.4988405,0
Thailand,Satuk,41.0,0.0,28.0,0.0,41,15.278928050000001,103.27452097266185,0
Indonesia,Loa Janan,54.0,1.0,15.0,0.0,54,-0.5568071,117.10733583259628,0
Thailand,Khao Yoi,36.0,0.0,17.0,0.0,36,13.2346535,99.8237962,0
Thailand,Non Thai,51.0,0.0,26.0,0.0,51,15.197981,102.0711653,0
Thailand,Thap Than,21.0,0.0,21.0,0.0,19,15.4609786,99.8907866,0
Indonesia,Trenggalek,39.0,1.0,25.0,0.0,39,-8.13593475,111.64019829777817,0
Philippines,Tagas,53.0,1.0,24.0,0.0,53,13.3522286,123.7309745,0
Philippines,Tanza,63.0,1.0,23.0,1.0,63,14.4012163,120.8580466,0
Philippines,Mamatid,54.0,1.0,24.0,1.0,54,14.2350374,121.1518885,0
Philippines,Olongapo,66.0,0.0,25.0,0.0,66,14.8314675,120.2835205,0
Philippines,Abuyog,45.0,1.0,21.0,0.0,45,10.7467715,125.0120993,0
Myanmar,Taunggyi,39.0,1.0,9.0,1.0,39,20.7907874,97.0364294,0
Philippines,Pagsangahan,32.0,0.0,23.0,0.0,32,14.0260567,122.9309783,0
Indonesia,Ende,23.0,1.0,23.0,0.0,16,-8.672867499999999,121.69291732410474,0
Indonesia,Banda Aceh,17.0,0.0,17.0,0.0,17,5.5528455,95.3192908,0
Philippines,Ozamiz,49.0,1.0,18.0,1.0,49,8.1470175,123.8459793,0
Philippines,Antipolo,61.0,1.0,23.0,2.0,61,14.5871972,121.1759246,0
Indonesia,Singkawang,61.0,1.0,14.0,0.0,61,0.9069861,108.9889657,0
Indonesia,Paseh,66.0,1.0,41.0,0.0,66,-7.3438348,109.6666534,0
Philippines,Papaya,82.0,1.0,27.0,1.0,82,16.3649635,121.355204,0
Indonesia,Plumbon,54.0,1.0,39.0,0.0,54,-7.0525907,111.2933688,0
Indonesia,Gambiran,37.0,1.0,24.0,0.0,37,-7.6714939,112.6592729,0
Indonesia,Gampengrejo,73.0,1.0,38.0,0.0,73,-7.76639945,112.0352595795918,0
Philippines,Santa Catalina,78.0,1.0,16.0,0.0,78,17.5888763,120.3633196,0
Philippines,Ipil,136.25,1.0,15.0,0.0,135,7.7825104,122.5869172,0
Philippines,Masalukot,45.0,1.0,27.0,1.0,45,13.999965,121.4427772,0
Indonesia,Manokwari,10.0,0.0,10.0,0.0,10,-0.8614456,134.0767324,0
Myanmar,Mudon,50.0,0.0,21.0,0.0,50,16.2584883,97.708013,0
Thailand,Nakhon Nayok,59.0,1.0,30.0,1.0,59,14.1494474,101.2177459,0
Thailand,Krabi,65.0,1.0,28.0,0.0,65,8.1111653,99.1097298,0
Philippines,Los Banos,52.0,1.0,24.0,1.0,52,14.1775648,121.2214303,0
Philippines,Cebu,51.0,1.0,26.0,1.0,51,10.2931062,123.9020773,0
Thailand,Yaring,94.0,1.0,29.0,0.0,94,6.8650106,101.3713314,0
Thailand,Suphan Buri,45.0,0.0,20.0,0.0,45,14.6777,100.0350785,0
Indonesia,Babakan,54.0,1.0,34.0,0.0,54,-6.86039265,108.71875697343029,0
Thailand,Chumphon,41.0,0.0,15.0,0.0,41,10.3782724,99.0077685,0
Philippines,Daet,41.0,1.0,27.0,0.0,41,14.112333,122.9556967,0
Philippines,Dagupan,53.0,0.0,24.0,1.0,53,16.043021,120.3337627,0
Philippines,Buanoy,68.0,1.0,20.0,0.0,68,10.4682869,123.7006735,0
Indonesia,Bengkalis,38.0,1.0,19.0,0.0,38,1.76972265,101.91243842805495,0
Thailand,Bangkok,69.0,1.0,25.0,1.0,69,13.7524938,100.4935089,0
Thailand,Wichian Buri,41.0,0.0,22.0,0.0,41,15.6646505,101.1114493,0
Myanmar,Yamethin,25.0,0.0,25.0,0.0,23,20.4849452,96.10688111800728,0
Philippines,Aringay,59.0,1.0,24.0,1.0,59,16.3908215,120.3561677,0
Philippines,Naga,72.0,1.0,20.0,1.0,72,13.6240122,123.1850318,0
Philippines,Loma De Gato,68.0,1.0,25.0,1.0,68,14.7912768,121.0083083,0
Philippines,Codcod,58.0,1.0,23.0,0.0,58,10.4580638,123.2167268,0
Philippines,Bunawan,54.0,1.0,18.0,0.0,54,8.1787968,125.9942065,0
Indonesia,Sampit,45.0,1.0,17.0,0.0,45,-2.5389113,112.949389,0
Indonesia,Sragen,66.0,1.0,37.0,0.0,66,-7.3924563,110.95302317792749,0
Philippines,Pandacaqui,73.0,1.0,23.0,1.0,73,15.1781441,120.6445356,0
Indonesia,Tomohon,24.0,1.0,16.0,0.0,24,1.3255914,124.838605,0
Philippines,Taytay,65.0,1.0,23.0,1.0,65,14.5706996,121.13202,0
Indonesia,Cileunyi,64.0,1.0,37.0,1.0,64,-6.9455676,107.7464682,0
Thailand,Betong,51.0,1.0,32.0,0.0,51,5.7718215,101.0715158,0
Philippines,Sasmuan,66.0,1.0,24.0,1.0,66,14.9361811,120.6226542,0
Philippines,Tangub,50.0,0.0,15.0,0.0,50,8.0609053,123.7512585,0
Thailand,Kui Buri,34.0,0.0,16.0,0.0,34,12.0695533,99.8720733,0
Philippines,Rizal,84.0,1.0,31.0,1.0,84,14.65,121.25,0
Malaysia,Nilai,67.0,1.0,39.0,1.0,67,2.8029227,101.80010507367382,0
Thailand,Damnoen Saduak,42.0,0.0,21.0,0.0,42,13.5201944,99.9592936,0
Philippines,Minglanilla,65.0,1.0,22.0,0.0,65,10.2458552,123.7961275,0
Philippines,Mandaue,66.0,1.0,23.0,0.0,66,10.3269049,123.9427295,0
Philippines,Vigan,31.0,1.0,31.0,0.0,20,17.5755487,120.3872632,0
Thailand,Kosum Phisai,54.0,0.0,29.0,0.0,54,16.2495247,103.0663756,0
Malaysia,Kuala Terengganu,75.0,1.0,40.0,0.0,75,5.3296461,103.1383265,0
Philippines,Maramag,36.0,1.0,22.0,0.0,36,7.7611218,125.0047932,0
Indonesia,Dampit,53.0,1.0,31.0,0.0,53,-8.2129316,112.7512862,0
Indonesia,Maumere,60.0,1.0,26.0,0.0,60,-8.6256456,122.2192885,0
Philippines,Ramon,47.0,1.0,27.0,0.0,47,16.7815027,121.5351148,0
Indonesia,Ceper,67.0,1.0,38.0,1.0,67,-7.6731542,110.6778035,0
Thailand,Phun Phin,34.0,0.0,18.0,0.0,34,13.7951311,100.1740722,0
Philippines,Pio,70.0,1.0,23.0,1.0,70,10.93772,124.0286786,0
Myanmar,Pyinmana,25.0,0.0,22.0,0.0,25,19.738964,96.2088371,0
Indonesia,Bumiayu,73.0,1.0,37.0,1.0,73,-3.3508606,104.0523202,0
Indonesia,Gorontalo,25.0,0.0,15.0,0.0,25,0.7186174,122.4555927,0
Indonesia,Banyumas,62.0,1.0,36.0,0.0,62,-7.45507165,109.11674648495966,0
Philippines,Kabankalan,81.0,1.0,16.0,0.0,81,9.9889153,122.8134802,0
Philippines,New Corella,61.0,1.0,19.0,0.0,61,7.5860365,125.8225661,0
Philippines,Naval,60.0,1.0,28.0,0.0,60,11.56179,124.3965267,0
Indonesia,Bitung,28.0,0.0,15.0,0.0,28,1.44344,125.1940836,0
Thailand,Lamphun,21.0,0.0,21.0,0.0,17,18.2661422,98.96749,0
Philippines,Labangan,42.0,0.0,13.0,0.0,42,7.8633445,123.5153101,0
Philippines,Cabagan,46.0,1.0,37.0,0.0,46,17.4264795,121.764914,0
Philippines,Cabinuangan,38.0,1.0,15.0,0.0,38,16.4004176,121.3278408,0
Philippines,Cagsiay,46.0,1.0,30.0,0.0,46,14.3451836,121.7058476,0
Philippines,Cainta,65.0,1.0,23.0,1.0,65,14.5780161,121.1163072,0
Thailand,Ban Mo,50.0,0.0,28.0,0.0,50,14.6167336,100.7264557,0
Philippines,Bani,52.0,0.0,26.0,0.0,52,16.1839974,119.8618795,0
Thailand,Phimai,43.0,0.0,25.0,0.0,43,15.2186109,102.4945756,0
Philippines,Anuling,59.0,1.0,13.0,0.0,59,7.2851206,125.1405189,0
Indonesia,Pemangkat,39.0,1.0,16.0,0.0,39,1.156069,108.97129192715386,0
Philippines,Sibulan,90.0,1.0,15.0,0.0,90,9.3588762,123.2852364,0
Indonesia,Singojuruh,39.0,1.0,25.0,0.0,39,-8.3048844,114.2045767,0
Philippines,Pandi,62.0,1.0,25.0,2.0,62,14.8654061,120.9572464,0
Philippines,Binangonan,52.0,1.0,25.0,1.0,52,14.4647563,121.1923358,0
Thailand,Pak Chong,45.0,1.0,26.0,0.0,45,14.7050481,101.4105911,0
Thailand,Sakhon Nakhon,50.0,0.0,29.0,0.0,50,17.1904453,103.9730898,0
Thailand,Nakhon Thai,69.0,0.0,23.0,0.0,69,17.1012636,100.8372931,0
Thailand,Pa Sang,22.0,0.0,22.0,0.0,17,18.5222909,98.939963,0
Indonesia,Baturaden,69.0,1.0,35.0,1.0,69,-7.3148244,109.229494,0
Thailand,Khlong Luang,73.0,1.0,27.0,2.0,73,14.0650298,100.6454621,0
Thailand,Kamalasai,60.0,0.0,28.0,0.0,60,16.336657,103.5750671,0
Thailand,Amnat Charoen,46.0,1.0,27.0,0.0,46,15.9949473,104.7328575,0
Philippines,Aguisan,50.0,1.0,17.0,0.0,50,10.1601905,122.8628056,0
Thailand,Phayao,34.0,0.0,26.0,0.0,34,19.341673,100.1854539,0
Philippines,Digos,60.0,1.0,20.0,0.0,60,6.7440957,125.3555319,0
Philippines,Abucay,47.0,1.0,27.0,1.0,47,14.7213146,120.5348704,0
Indonesia,Karangsembung,73.0,1.0,41.0,0.0,73,-7.6822383,109.3550431,0
Indonesia,Kendari,56.0,1.0,18.0,0.0,56,-3.9918068,122.5180066,0
Philippines,Molave,38.0,0.0,14.0,0.0,38,8.0927689,123.4849176,0
Thailand,Phon Thong,47.0,0.0,30.0,0.0,47,16.466868,103.5438662,0
Indonesia,Polewali,30.0,1.0,16.0,0.0,30,-3.4332204,119.3527114,0
Thailand,Nang Rong,39.0,0.0,26.0,0.0,39,14.6335691,102.7934292,0
Malaysia,Ipoh,69.0,1.0,38.0,0.0,69,4.5986817,101.0900236,0
Philippines,Baganga,52.0,1.0,17.0,0.0,52,7.5748266,126.5616958,0
Thailand,Ayutthaya,50.0,0.0,27.0,0.0,50,14.3189468,100.5111681,0
Thailand,Mae Tha,22.0,0.0,22.0,0.0,21,18.1311346,99.510131,0
Thailand,Chaiya,59.0,1.0,23.0,0.0,59,9.388465,99.1953268,0
Indonesia,Wonogiri,51.0,1.0,28.0,0.0,51,-7.9620507,110.95757325155418,0
Thailand,Tha Rua,51.0,0.0,28.0,0.0,51,14.5624805,100.7244318,0
Thailand,Udon Thani,54.0,0.0,25.0,0.0,54,17.5211917,102.6680012,0
Indonesia,Gombong,63.0,1.0,37.0,0.0,63,-7.6107474,109.5078045,0
Myanmar,Thanatpin,59.0,0.0,23.0,0.0,59,17.2932802,96.5786126,0
Indonesia,Singosari,72.0,1.0,36.0,1.0,72,-7.8925503,112.666452,0
Philippines,Tagbina,52.0,1.0,20.0,0.0,52,8.4573568,126.1590719,0
Malaysia,Tanjong Karang,69.0,2.0,45.0,2.0,69,3.4248609,101.1765284,1
Indonesia,Lawang,83.0,2.0,40.0,1.0,83,-7.8366237,112.6977587,1
Indonesia,Bengkulu,75.0,2.0,37.0,0.0,75,-3.5186763,102.5359834,1
Malaysia,Beranang,90.0,2.0,44.0,1.0,90,2.8746114,101.8719856,1
Indonesia,Babat,136.25,3.0,51.25,1.0,135,-3.220707,104.0586265,1
Indonesia,Balung,100.0,2.0,45.0,1.0,100,-8.275754,113.537299,1
Malaysia,Simpang Rengam,94.0,1.0,43.0,1.0,94,1.826736,103.308715,1
Indonesia,Cikeruh,76.0,1.0,39.0,1.0,76,-6.9626056,107.7454476,1
Indonesia,Welahan,96.0,2.0,51.25,2.0,96,-6.7785531,110.7203007,1
Indonesia,Cimahi,104.0,2.0,51.25,1.0,104,-6.8731527,107.5423099,1
Indonesia,Tarogong,88.0,2.0,51.25,1.0,88,-7.2004633,107.8784677,1
Indonesia,Bae,80.0,2.0,51.25,1.0,80,-6.7692484,110.8541378,1
Indonesia,Jeluko,80.0,2.0,49.0,1.0,80,-6.5863305,110.9882855,1
Indonesia,Pekalongan,123.0,3.5,51.25,1.0,123,-7.0418471,109.61988748140061,1
Malaysia,Kuang,75.0,2.0,42.0,2.0,75,3.2581858,101.5547582,1
Malaysia,Labis,88.0,1.0,42.0,1.0,88,2.3868877,103.0199613,1
Malaysia,Limbang,95.0,3.5,51.25,0.0,46,4.3519985,115.06024165665087,1
Indonesia,Kresek,136.25,3.5,51.25,2.5,135,-6.148365549999999,106.40313771169049,1
Malaysia,Tanjong Sepat,73.0,2.0,30.0,1.0,73,2.659941,101.562905,1
Indonesia,Demak,85.0,1.0,47.0,1.0,85,-6.9229075,110.63509725731818,1
Indonesia,Tangerang,136.25,3.5,51.25,2.5,135,-6.1761924,106.6382161,1
Malaysia,Teluk Intan,90.0,2.0,51.25,1.0,90,4.023176,101.026184,1
Indonesia,Lubuk Pakam,98.0,2.0,47.0,0.0,98,3.5603701,98.8766933,1
Malaysia,Tanjong Malim,90.0,2.0,47.0,0.0,90,3.6900079,101.5234848,1
Indonesia,Margahayu,98.0,2.0,51.25,1.0,98,0.7026195,111.32048,1
Indonesia,Mojoagung,136.25,3.0,51.25,2.0,135,-7.5699054,112.344923,1
Malaysia,Miri,136.25,3.5,51.25,2.0,135,4.392739,113.9880255,1
Malaysia,Masjid Tanah,79.0,2.0,36.0,0.0,79,2.3522253,102.1089793,1
Indonesia,Sukaraja,67.0,1.0,40.0,1.0,67,-4.6246258,103.7692672,1
Myanmar,Akyab,136.25,1.0,46.0,0.0,135,20.15,92.9,1
Indonesia,Tarub,86.0,2.0,49.0,0.0,86,-7.0697079,111.018337,1
Indonesia,Perbaungan,76.0,2.0,41.0,0.0,76,3.5674287,98.956266,1
Thailand,Satun,72.0,2.0,51.25,0.0,71,7.0366682,99.9615397,1
Indonesia,Pameungpeuk,97.0,2.0,51.25,1.0,97,-7.6318844,107.7307524,1
Indonesia,Palembang,74.0,2.0,47.0,0.0,74,-2.9888243,104.7568507,1
Indonesia,Purwakarta,101.0,2.0,51.25,1.0,101,-6.5607313,107.4439799,1
Indonesia,Comal,102.0,2.0,51.25,1.0,102,-6.9063768,109.5331389,1
Indonesia,Lamongan,136.25,3.0,51.25,1.0,135,-7.1204411,112.4155881,1
Malaysia,Johor Bahru,107.0,1.0,35.0,2.5,107,1.503555,103.7495586,1
Indonesia,Karang Tengah,105.0,2.0,51.25,1.0,105,-7.7467919,112.9212309,1
Indonesia,Pringsewu,63.0,2.0,40.0,0.0,63,-5.36668925,104.97221206481078,1
Indonesia,Slawi,92.0,2.0,51.25,1.0,92,-6.9829139,109.1363731,1
Indonesia,Purbalingga,66.0,1.0,44.0,1.0,66,-7.32733005,109.39989874266684,1
Indonesia,Kedungwuni,83.0,2.0,46.0,1.0,83,-6.9723157,109.6502003,1
Indonesia,Driyorejo,136.25,2.0,51.25,2.0,135,-7.3654117,112.6017226,1
Malaysia,Kuala Kangsar,84.0,2.0,51.25,0.0,84,4.7720713,100.9408776,1
Indonesia,Waru,136.25,3.0,51.25,1.0,135,-5.583333,132.308333,1
Indonesia,Cidahu,112.0,2.0,51.25,1.0,112,-7.3752602,106.6213262,1
Malaysia,Kelapa Sawit,117.0,1.0,39.0,2.5,117,1.6763635,103.5294701,1
Indonesia,Jati,81.0,2.0,49.0,1.0,81,-6.1920892,106.8979445,1
Indonesia,Krian,136.25,3.0,51.25,1.0,135,-7.4106679,112.5784572,1
Indonesia,Serang,136.25,3.5,51.25,2.5,135,-6.10549695,105.9884713457985,1
Malaysia,Kulai,136.25,1.0,51.25,2.5,135,1.6666667,103.6,1
Indonesia,Arjawinangun,68.0,2.0,51.25,1.0,68,-6.64465925,108.41453171976391,1
Indonesia,Tayu,100.0,2.0,51.25,1.0,89,-7.05521225,110.2548083555875,1
Indonesia,Teluknaga,136.25,3.5,51.25,2.5,135,-6.0536646,106.6578901146651,1
Indonesia,Ciampea,136.25,3.5,51.25,2.0,126,-6.57900005,106.70201811631512,1
Indonesia,Cisarua,136.25,3.0,51.25,1.0,115,-6.70841215,106.96227504141362,1
